Schema,Function,Signature,Category,SECURITY DEFINER,Current ACL,Browser,API,Server Action,Railway,Cron,Trigger,SQL,Authorization,Batch1 Candidate,Confidence
game_core,fn_janitor_sweep,,SERVER_RPC,YES,"{=X/postgres,postgres=X/postgres,service_role=X/postgres}",NO,NO,NO,YES,YES,NO,NO,NONE,YES,HIGH
game_core,fn_join_or_create_room_base,"p_template_id uuid, p_card_count integer, p_password text",SERVER_RPC,YES,"{=X/postgres,postgres=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,YES,NONE,YES,MEDIUM
game_core,fn_join_or_create_room_core,"p_template_id uuid, p_card_count integer, p_password text",SERVER_RPC,YES,"{=X/postgres,postgres=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,YES,ACCEPTABLE,NO,MEDIUM
game_core,fn_manage_room_live_actions,,SERVER_RPC,NO,"{postgres=X/postgres,service_role=X/postgres}",NO,NO,NO,YES,NO,NO,YES,NONE,NO,HIGH
game_core,fn_manage_waiting_rooms,"p_limit integer, p_capture boolean",SERVER_RPC,YES,"{postgres=X/postgres,service_role=X/postgres}",NO,NO,NO,YES,NO,NO,YES,NONE,NO,HIGH
game_core,fn_payout_room,p_room uuid,UNSAFE_RPC,YES,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,YES,NONE,NO,HIGH
game_core,fn_requeue_failed_draw_jobs,,SERVER_RPC,YES,"{=X/postgres,postgres=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,YES,NONE,YES,MEDIUM
game_core,fn_stamp_orphan_draws_on_terminal_rooms,,SERVER_RPC,YES,"{=X/postgres,postgres=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,YES,NONE,YES,MEDIUM
game_core,fn_sync_player_affiliation_for_user,p_user_id uuid,SERVER_RPC,YES,"{=X/postgres,postgres=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,YES,NONE,YES,MEDIUM
game_core,fn_system_join_or_create_room,"p_user_id uuid, p_template_id uuid, p_card_count integer, p_password text",SERVER_RPC,YES,"{=X/postgres,postgres=X/postgres,service_role=X/postgres}",NO,NO,NO,YES,NO,NO,NO,ACCEPTABLE,YES,HIGH
game_core,fn_trg_sync_player_affiliation_from_users,,SERVER_RPC,YES,"{=X/postgres,postgres=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,YES,YES,NONE,NO,HIGH
game_core,fn_try_promote_room_at_max_capacity,p_room uuid,SERVER_RPC,YES,NULL,NO,NO,NO,NO,NO,NO,YES,NONE,YES,MEDIUM
game_core,fn_validate_affiliation_roles,,SERVER_RPC,YES,"{=X/postgres,postgres=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,YES,YES,NONE,NO,HIGH
game_core,rpc_get_active_rooms,"p_only_status room_status[], p_price_min numeric, p_price_max numeric",SERVER_RPC,NO,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,YES,NONE,YES,MEDIUM
game_core,rpc_get_lobby_price_summary,p_only_status room_status[],SERVER_RPC,NO,"{=X/postgres,postgres=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,YES,NONE,YES,MEDIUM
game_core,rpc_get_room_seed_hash,p_room_id uuid,SERVER_RPC,NO,"{=X/postgres,postgres=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,YES,NONE,YES,MEDIUM
game_core,rpc_reveal_room_seed,"p_room_id uuid, OUT room_id uuid, OUT room_seed bytea, OUT room_seed_hash character, OUT status room_status",SERVER_RPC,NO,"{=X/postgres,postgres=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,YES,NONE,YES,MEDIUM
game_core,set_rooms_updated_at,,SERVER_RPC,NO,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,YES,NONE,YES,MEDIUM
game_core,signup_player_with_code,"p_invitation_code text, p_username text, p_nickname text, p_country text, p_language text",CLIENT_RPC,YES,"{=X/postgres,postgres=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,YES,NONE,NO,MEDIUM
game_core,trg_after_draw_enqueue,,SERVER_RPC,NO,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,YES,YES,NONE,NO,HIGH
game_core,trg_rooms_stamp_waiting_started_at,,SERVER_RPC,NO,NULL,NO,NO,NO,NO,NO,YES,YES,NONE,NO,HIGH
game_core,validate_invitation_code,p_code text,CLIENT_RPC,YES,"{=X/postgres,postgres=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,YES,NONE,NO,MEDIUM
game_finance,fn_consume_room_tickets,p_room uuid,SERVER_RPC,YES,"{=X/postgres,postgres=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,YES,NONE,YES,MEDIUM
game_finance,fn_lock_commission_snapshot,,SERVER_RPC,NO,"{=X/postgres,postgres=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,YES,YES,NONE,NO,HIGH
game_finance,fn_payout_room_prize,p_room uuid,UNSAFE_RPC,YES,"{=X/postgres,postgres=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,YES,NONE,NO,HIGH
game_finance,fn_payout_winners,p_room uuid,UNSAFE_RPC,YES,"{=X/postgres,postgres=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,YES,NONE,NO,HIGH
game_finance,fn_wallet_add,"p_user uuid, p_amount numeric, p_currency text, p_desc text, p_type transaction_type, p_room uuid",SERVER_RPC,YES,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,YES,NONE,YES,MEDIUM
game_finance,fn_wallet_apply_delta,"p_user_id uuid, p_currency text, p_amount_delta numeric, p_transaction_type transaction_type, p_source_kind text, p_source_ref text, p_description text, p_meta jsonb, p_allow_negative boolean",HYBRID_RPC,YES,"{=X/postgres,postgres=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,YES,NO,YES,NO,NO,YES,NONE,NO,HIGH
game_finance,fn_wallet_capture,"p_user uuid, p_amount numeric, p_currency text, p_room uuid",SERVER_RPC,YES,"{=X/postgres,postgres=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,YES,NONE,YES,MEDIUM
game_finance,fn_wallet_capture_and_distribute,p_room uuid,SERVER_RPC,YES,"{=X/postgres,postgres=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,YES,NONE,YES,MEDIUM
game_finance,fn_wallet_capture_join,"p_user uuid, p_amount numeric, p_currency text, p_room uuid, p_ticket uuid",SERVER_RPC,YES,"{=X/postgres,postgres=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,YES,NONE,YES,MEDIUM
game_finance,fn_wallet_deposit,"p_user uuid, p_amount numeric, p_currency text, p_desc text",SERVER_RPC,YES,"{=X/postgres,postgres=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,YES,NONE,YES,MEDIUM
game_finance,fn_wallet_hold_join,"p_user uuid, p_amount numeric, p_currency text, p_room uuid",SERVER_RPC,YES,"{=X/postgres,postgres=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,YES,NONE,YES,MEDIUM
game_finance,fn_wallet_hold_join,"p_user uuid, p_amount numeric, p_currency text, p_room uuid, p_ticket uuid",SERVER_RPC,YES,"{=X/postgres,postgres=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,YES,NONE,YES,MEDIUM
game_finance,fn_wallet_release,"p_user uuid, p_amount numeric, p_currency text, p_room uuid",SERVER_RPC,YES,"{=X/postgres,postgres=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,YES,NONE,YES,MEDIUM
game_finance,fn_wallet_release_join,p_ticket uuid,SERVER_RPC,YES,"{=X/postgres,postgres=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,YES,NONE,YES,MEDIUM
game_finance,fn_wallet_release_join,"p_user uuid, p_amount numeric, p_currency text, p_room uuid",SERVER_RPC,YES,"{=X/postgres,postgres=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,YES,NONE,YES,MEDIUM
game_finance,fn_wallet_release_join,"p_user uuid, p_amount numeric, p_currency text, p_room uuid, p_ticket uuid",SERVER_RPC,YES,"{=X/postgres,postgres=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,YES,NONE,YES,MEDIUM
game_finance,fn_wallet_subtract,"p_user uuid, p_amount numeric, p_currency text, p_desc text, p_type transaction_type, p_room uuid",SERVER_RPC,YES,"{=X/postgres,postgres=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,YES,NONE,YES,MEDIUM
game_finance,fn_wallet_summary,"p_user uuid, p_currency text, p_since timestamp with time zone, p_room uuid",SERVER_RPC,YES,"{=X/postgres,postgres=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,YES,NONE,YES,MEDIUM
game_finance,fn_wallet_withdraw,"p_user uuid, p_amount numeric, p_currency text, p_desc text",SERVER_RPC,YES,"{=X/postgres,postgres=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,YES,NONE,YES,MEDIUM
game_finance,set_wallets_updated_at,,SERVER_RPC,NO,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,YES,NONE,YES,MEDIUM
game_finance,trg_rooms_after_live,,SERVER_RPC,YES,"{=X/postgres,postgres=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,YES,YES,NONE,NO,HIGH
game_finance,trg_tickets_after_paid,,SERVER_RPC,YES,"{=X/postgres,postgres=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,YES,YES,NONE,NO,HIGH
game_pool,activate_card_pool,p_id uuid,SERVER_RPC,NO,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,YES,NONE,YES,MEDIUM
game_pool,fn_retain_last_n_pools,p_keep integer,SERVER_RPC,NO,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,YES,NONE,YES,MEDIUM
game_pool,fn_sync_card_numbers,,SERVER_RPC,NO,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,YES,YES,NONE,NO,HIGH
game_pool,generate_card_pool_housie,p_created_by uuid,SERVER_RPC,NO,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,YES,NONE,YES,MEDIUM
load_test,_pool_cards_for_room,"p_pool_id uuid, p_room_id uuid, p_room_seed bytea, p_room_type room_type, p_limit integer",SERVER_RPC,NO,NULL,NO,NO,NO,NO,NO,NO,YES,NONE,YES,MEDIUM
monitor,fn_rooms_settling_lag,,SERVER_RPC,NO,NULL,NO,NO,NO,NO,NO,NO,YES,NONE,YES,MEDIUM
public,can_read_user,target_user_id uuid,CLIENT_RPC,YES,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,YES,ACCEPTABLE,NO,HIGH
public,can_read_user_in_tournament,target_user_id uuid,CLIENT_RPC,YES,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,YES,ACCEPTABLE,NO,HIGH
public,debug_runtime_context,p_room_id uuid,UNSAFE_RPC,YES,"{postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,YES,NO,NO,NO,NO,NO,WEAK,NO,HIGH
public,debug_ticket_counts,p_room_id uuid,UNSAFE_RPC,YES,"{postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,YES,NO,NO,NO,NO,NO,NONE,NO,HIGH
public,distribute_ding_on_draw,,UNSAFE_RPC,NO,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,YES,NONE,NO,HIGH
public,fn_adjust_referral_wallet,"p_target_user uuid, p_amount numeric, p_currency text, p_type transaction_type, p_description text",CLIENT_RPC,YES,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,YES,STRONG,NO,MEDIUM
public,fn_adjust_wallet_manual,"p_target_user uuid, p_amount numeric, p_currency text, p_type transaction_type, p_description text",CLIENT_RPC,YES,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,YES,STRONG,NO,MEDIUM
public,fn_admin_create_tournament,p_payload jsonb,UNSAFE_RPC,YES,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",YES,NO,NO,NO,NO,NO,NO,NONE,NO,HIGH
public,fn_admin_delete_tournament,p_tournament_id uuid,UNSAFE_RPC,YES,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",YES,NO,NO,NO,NO,NO,NO,NONE,NO,HIGH
public,fn_admin_games_report,"p_from timestamp with time zone, p_to timestamp with time zone, p_limit integer, p_offset integer",SERVER_RPC,YES,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,YES,NO,NO,NO,NO,NO,NONE,YES,HIGH
public,fn_admin_set_tournament_status,"p_tournament_id uuid, p_status tournament_status",CLIENT_RPC,YES,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",YES,NO,NO,NO,NO,NO,NO,STRONG,NO,HIGH
public,fn_admin_update_tournament,"p_tournament_id uuid, p_patch jsonb",UNSAFE_RPC,YES,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",YES,NO,NO,NO,NO,NO,NO,NONE,NO,HIGH
public,fn_aggregate_ding_for_processed_draw,,SERVER_RPC,NO,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,YES,YES,NONE,NO,HIGH
public,fn_backfill_card_bitmask_definitions,,SERVER_RPC,NO,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,YES,NONE,YES,LOW
public,fn_cancel_waiting_room,"p_room uuid, p_by_admin boolean",CLIENT_RPC,YES,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,YES,NO,NO,NO,NO,NO,ACCEPTABLE,NO,HIGH
public,fn_cancel_waiting_room,"p_room uuid, p_by_admin boolean, p_user uuid",CLIENT_RPC,YES,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,YES,NO,NO,NO,NO,NO,NONE,NO,HIGH
public,fn_cleanup_retention,,SERVER_RPC,NO,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,YES,YES,NO,NO,NONE,YES,HIGH
public,fn_dashboard_admin_commission_summary,,CLIENT_RPC,YES,"{postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",YES,YES,NO,NO,NO,NO,NO,STRONG,NO,HIGH
public,fn_dashboard_admin_commission_summary_range,"p_from timestamp with time zone, p_to timestamp with time zone",CLIENT_RPC,YES,"{postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",YES,NO,NO,NO,NO,NO,NO,STRONG,NO,HIGH
public,fn_dashboard_admin_tournament_guarantee_summary,,CLIENT_RPC,YES,"{postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",YES,YES,NO,NO,NO,NO,NO,STRONG,NO,HIGH
public,fn_dashboard_admin_tournament_guarantee_summary_range,"p_from timestamp with time zone, p_to timestamp with time zone",CLIENT_RPC,YES,"{postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",YES,NO,NO,NO,NO,NO,NO,STRONG,NO,HIGH
public,fn_dev_panel_dev_player_finance_summary,"p_period text, p_timezone text",SERVER_RPC,YES,"{postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,YES,NO,NO,NO,NO,NO,NONE,YES,HIGH
public,fn_ding_aggregate_dryrun_on_draw_processed,,SERVER_RPC,NO,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,YES,YES,NONE,NO,HIGH
public,fn_draw_schedule_jitter_ms,p_room_id uuid,SERVER_RPC,YES,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,YES,NONE,YES,LOW
public,fn_generate_card_pool,"p_card_count integer, p_created_by uuid, p_prng_version text",SERVER_RPC,YES,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,YES,NO,NO,YES,NO,NO,NONE,YES,HIGH
public,fn_generate_room_code,,SERVER_RPC,NO,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,YES,NONE,YES,LOW
public,fn_heartbeat_log,,SERVER_RPC,NO,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,YES,NONE,YES,LOW
public,fn_heartbeat_tick,,SERVER_RPC,NO,"{postgres=X/postgres,service_role=X/postgres}",NO,NO,NO,YES,NO,NO,YES,NONE,NO,HIGH
public,fn_join_or_create_room,"p_template_id uuid, p_card_count integer, p_password text",CLIENT_RPC,YES,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",YES,NO,NO,NO,NO,NO,NO,ACCEPTABLE,NO,HIGH
public,fn_join_or_create_room_base,"p_template_id uuid, p_card_count integer, p_password text",SERVER_RPC,YES,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,YES,NONE,YES,LOW
public,fn_leaderboard_weekly,"p_from timestamp with time zone, p_to timestamp with time zone",CLIENT_RPC,YES,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",YES,NO,NO,NO,NO,NO,NO,NONE,NO,HIGH
public,fn_maintain_heartbeat_log_partitions,"p_keep_days integer, p_future_days integer",SERVER_RPC,NO,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,YES,YES,NO,NO,NONE,YES,HIGH
public,fn_my_active_rooms,p_user_id uuid,CLIENT_RPC,YES,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,YES,NO,NO,NO,NO,NO,STRONG,NO,HIGH
public,fn_payout_room_if_full,p_room_id uuid,UNSAFE_RPC,YES,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,NO,NONE,NO,HIGH
public,fn_pick_dev_room_schedules,p_limit integer,SERVER_RPC,YES,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,YES,NO,NO,NO,NONE,YES,HIGH
public,fn_ping_presence,,CLIENT_RPC,YES,"{postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,YES,NO,NO,NO,NO,NO,ACCEPTABLE,NO,HIGH
public,fn_player_game_stats,"p_user_id uuid, p_from timestamp with time zone, p_to timestamp with time zone",CLIENT_RPC,YES,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",YES,NO,NO,NO,NO,NO,NO,STRONG,NO,HIGH
public,fn_player_purchase_history,"p_user_id uuid, p_from timestamp with time zone, p_to timestamp with time zone",CLIENT_RPC,NO,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",YES,NO,NO,NO,NO,NO,NO,NONE,NO,HIGH
public,fn_player_stats,"p_user_id uuid, p_date timestamp with time zone",CLIENT_RPC,YES,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",YES,NO,NO,NO,NO,NO,NO,NONE,NO,HIGH
public,fn_process_draw_jobs_batch,,SERVER_RPC,NO,"{postgres=X/postgres,service_role=X/postgres}",NO,NO,NO,YES,NO,NO,YES,NONE,NO,HIGH
public,fn_process_draw_jobs_batch_worker,"p_worker_id integer, p_total_workers integer",SERVER_RPC,NO,"{postgres=X/postgres,service_role=X/postgres}",NO,NO,NO,YES,NO,NO,YES,NONE,NO,HIGH
public,fn_rooms_by_ids,"p_room_ids uuid[], p_template_ids uuid[]",CLIENT_RPC,NO,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",YES,NO,NO,NO,NO,NO,NO,NONE,NO,HIGH
public,fn_system_join_or_create_room,"p_user_id uuid, p_template_id uuid, p_card_count integer, p_password text",SERVER_RPC,YES,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,YES,NO,NO,NO,NONE,YES,HIGH
public,fn_tick_due_tournaments,"p_limit integer, p_seed bigint, p_batch_tables integer",SERVER_RPC,YES,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,YES,NO,NO,NO,NONE,YES,HIGH
public,fn_tick_tournament,"p_tournament_id uuid, p_seed bigint, p_batch_tables integer[]",SERVER_RPC,YES,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,YES,NO,NO,NO,NONE,YES,HIGH
public,fn_tournament_entry_upsert,"p_tournament_id uuid, p_user_id uuid, p_qty integer, p_amount numeric, p_status tournament_entry_status",SERVER_RPC,YES,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,YES,NONE,YES,LOW
public,fn_tournament_wallet_capture,"p_tournament_id uuid, p_entry_id uuid, p_amount numeric, p_currency text",UNSAFE_RPC,YES,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,NO,NONE,NO,MEDIUM
public,fn_tournament_wallet_hold,"p_tournament_id uuid, p_qty integer, p_currency text, p_entry_id uuid",CLIENT_RPC,YES,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",YES,NO,NO,NO,NO,NO,NO,ACCEPTABLE,NO,HIGH
public,fn_tournament_wallet_release,"p_tournament_id uuid, p_currency text, p_entry_id uuid",CLIENT_RPC,YES,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",YES,NO,NO,NO,NO,NO,NO,ACCEPTABLE,NO,HIGH
public,fn_try_mark_template_inactive_if_drained,p_template_id uuid,SERVER_RPC,YES,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,NO,NO,NO,NO,NO,YES,NONE,YES,LOW
public,fn_wallet_apply_delta,"p_user_id uuid, p_currency text, p_amount_delta numeric, p_transaction_type transaction_type, p_source_kind text, p_source_ref text, p_description text, p_meta jsonb, p_allow_negative boolean",HYBRID_RPC,YES,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,YES,NO,YES,NO,NO,YES,NONE,NO,HIGH
public,fn_wallet_transfer_panel,"p_target_id uuid, p_amount bigint, p_action text, p_description text, p_meta jsonb",CLIENT_RPC,YES,"{postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,YES,NO,NO,NO,NO,NO,STRONG,NO,HIGH
public,fn_wallet_transfer_panel,"p_target_id uuid, p_currency text, p_amount bigint, p_direction text, p_description text",CLIENT_RPC,YES,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,YES,NO,NO,NO,NO,NO,NONE,NO,HIGH
public,fn_wallet_transfer_panel_bulk,"p_target_ids uuid[], p_currency text, p_amount bigint, p_direction text, p_description text",CLIENT_RPC,YES,"{=X/postgres,postgres=X/postgres,anon=X/postgres,authenticated=X/postgres,service_role=X/postgres}",NO,YES,NO,NO,NO,NO,YES,STRONG,NO,HIGH
